,,Bahia,Brazil,2020-12-06 05:26:18,-12.5797,-41.7007,419044,8388,399262,11394,"Bahia, Brazil",2817.469218178581,2.0016991055831848
,,Ceara,Brazil,2020-12-06 05:26:18,-5.4984,-39.3206,304443,9693,253736,41014,"Ceara, Brazil",3333.7757299050663,3.1838472226328083
